,web-scraper-order,web-scraper-start-url,type,image_link,image_link-href,award,address,toilet_name,district_name,coords
130,1647935913-3827,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Woodlands Depot,https://www.toilet.org.sg/gallery/403/5-star-toilet-woodlands-depot,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","60 Woodlands Industrial Park E4, S(757705)",Woodlands Depot,North West District,"(1.449185, 103.79505)"
131,1647935913-3911,https://www.toilet.org.sg/loomapdirectory,Industrial Complex,JTC Surface Engineering Hub,https://www.toilet.org.sg/gallery/261/5-stars-jtc-surface-engineering-hub,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","8 Buroh Street, S(627563)",JTC Surface Engineering Hub,South West District,"(1.3115068, 103.6996957)"
132,1647935913-3791,https://www.toilet.org.sg/loomapdirectory,Club,Safra Punggol,https://www.toilet.org.sg/gallery/96/5-star-toilet-safra-punggol,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","9 Sentul Crescent, S(828654)",Safra Punggol,North East District,"(1.410196, 103.906152)"
133,1647935913-3956,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,Pioneer Mall,https://www.toilet.org.sg/gallery/173/3-star-toilet-pioneer-mall,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","638 Jurong West Street 61, S(640638)",Pioneer Mall,South West District,"(1.3418568, 103.6974327)"
134,1647935913-3859,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Bedok Bus Interchange,https://www.toilet.org.sg/gallery/307/3-star-toilet-bedok-bus-interchange,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","12 BedokNorth Drive, S(465492)",Bedok Bus Interchange,South East District,
135,1647935913-3781,https://www.toilet.org.sg/loomapdirectory,Tourist Attraction,Sentosa Siloso (West),https://www.toilet.org.sg/gallery/334/5-star-toilet-sentosa-siloso-west,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>",Sentosa Siliso East,Sentosa Siloso (West),Central District,"(1.2494041, 103.8303209)"
136,1647935913-3770,https://www.toilet.org.sg/loomapdirectory,Tourist Attraction,ArBora Cafe,https://www.toilet.org.sg/gallery/400/5-star-toilet-arbora-cafe,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","109 Mount Faber Road, Level 2, S(099230)",ArBora Cafe,Central District,"(1.2713774, 103.8192945)"
137,1647935913-3690,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Tiong Bahru Market,https://www.toilet.org.sg/gallery/32/3-star-toilet-tiong-bahru-market,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","30 Seng Poh Road, S(168898)",Tiong Bahru Market,Central District,"(1.2851311, 103.8324041)"
138,1647935913-3697,https://www.toilet.org.sg/loomapdirectory,MRT Station,Bencoolen MRT Station (DT23),https://www.toilet.org.sg/gallery/203/4-star-toilet-dt21-bencoolen-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","31, Bencoolen Street, S(189658)",Bencoolen MRT Station (DT23),Central District,
139,1647935913-3843,https://www.toilet.org.sg/loomapdirectory,MRT Station,Sembawang MRT Station (NS11),https://www.toilet.org.sg/gallery/363/4-star-toilet-sembawang-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","11 Canberra Road, S(759775)",Sembawang MRT Station (NS11),North West District,
140,1647935913-3677,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Golden Mile Food Centre,https://www.toilet.org.sg/gallery/23/4-star-toilet-golden-mile-food-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","505 Beach Road, S(199583)",Golden Mile Food Centre,Central District,"(1.3030908, 103.8639299)"
141,1647935913-3668,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Amoy Street Food Centre,https://www.toilet.org.sg/gallery/425/5-Star-Toilet-Amoy-Street-Food-Centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","National Development Building (Annex B) Telok Ayer Street, S(069111)",Amoy Street Food Centre,Central District,"(1.281155, 103.8478489)"
142,1647935913-3819,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,Loyang Point Shopping Centre,https://www.toilet.org.sg/gallery/374/4-star-toilet-loyang-point-shopping-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","258/259 Pasir Ris Street 21, S(510258)",Loyang Point Shopping Centre,North East District,"(1.3680634, 103.9623767)"
143,1647935913-3949,https://www.toilet.org.sg/loomapdirectory,Private Office,Samwoh Eco Green Building,https://www.toilet.org.sg/gallery/200/5-star-toilet-samwoh-eco-green-building,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","51 Kranji Crescent, S(728661)",Samwoh Eco Green Building,South West District,
144,1647935913-3860,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Changi Business Park Bus Terminal,https://www.toilet.org.sg/gallery/287/3-star-toilet-changi-business-park-bus-terminal,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","55 Changi South Avenue 1, S(485997)",Changi Business Park Bus Terminal,South East District,"(1.3423335, 103.9643676)"
145,1647935913-3897,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Clementi Bus Interchange,https://www.toilet.org.sg/gallery/309/3-star-toilet-clementi-bus-interchange,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","441 Commonwealth Avenue West, S(120441)",Clementi Bus Interchange,South West District,"(1.315027, 103.763991)"
146,1647935913-3743,https://www.toilet.org.sg/loomapdirectory,MRT Station,Redhill MRT Station (EW18),https://www.toilet.org.sg/gallery/354/4-star-toilet-redhill-mrt-station-ew18,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","920 Tiong Bahru Road, S(158792)",Redhill MRT Station (EW18),Central District,"(1.2896386, 103.8167739)"
147,1647935913-3957,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,Sunshine Place,https://www.toilet.org.sg/gallery/174/3-star-toilet-sunshine-place,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","475 Choa Chu Kang Avenue 3, S(680475)",Sunshine Place,South West District,"(1.3780266, 103.7389881)"
148,1647935913-3873,https://www.toilet.org.sg/loomapdirectory,MRT Station,Bedok North MRT Station (DT29),https://www.toilet.org.sg/gallery/270/4-star-toilet-bedok-north-mrt-station-dt29,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","315 Upper Changi Road, S(467347)",Bedok North MRT Station (DT29),South East District,"(1.3239657, 103.9300335)"
149,1647935913-3638,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,AMK Bus Interchange,https://www.toilet.org.sg/gallery/300/4-star-toilet-amk-bus-interchange,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","53 Ang Mo Kio Avenue 3, S(569933)",AMK Bus Interchange,Central District,"(1.3691369, 103.848705)"
150,1647935913-3932,https://www.toilet.org.sg/loomapdirectory,MRT Station,Gul Circle Station,https://www.toilet.org.sg/gallery/263/4-stars-gul-circle-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","7A Tuas Road, S(637288)",Gul Circle Station,South West District,"(1.3198082, 103.6609044)"
151,1647935913-3765,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,The Central,https://www.toilet.org.sg/gallery/208/5-stars-the-central,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","6 Eu Tong Sen Street, S(059817)",The Central,Central District,"(1.2891465, 103.8467157)"
152,1647935913-3684,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,North Bridge Road Market & Food Centre,https://www.toilet.org.sg/gallery/31/3-star-toilet-north-bridge-road-market-and-food-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","861 North Bridge Road, S(198783)",North Bridge Road Market & Food Centre,Central District,"(1.3057224, 103.8639278)"
153,1647935913-3675,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Chinatown Market,https://www.toilet.org.sg/gallery/382/3-star-toilet-chinatown-market,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","335 Smith Street, S(050335)",Chinatown Market,Central District,"(1.2825863, 103.8430923)"
154,1647935913-3735,https://www.toilet.org.sg/loomapdirectory,MRT Station,Nicoll Highway MRT Station,https://www.toilet.org.sg/gallery/80/4-star-toilet-nicoll-highway-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","20 Republic Avenue, S(038970)",Nicoll Highway MRT Station,Central District,"(1.2998096, 103.8635107)"
155,1647935913-3933,https://www.toilet.org.sg/loomapdirectory,MRT Station,Haw Par Villa MRT station,https://www.toilet.org.sg/gallery/196/4-star-toilet-haw-par-villa-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","200, Holland Avenue, S(278995)",Haw Par Villa MRT station,South West District,"(1.3111167, 103.7961337)"
156,1647935913-3925,https://www.toilet.org.sg/loomapdirectory,MRT Station,Bukit Gombak MRT Station (NS3),https://www.toilet.org.sg/gallery/373/4-star-toilet-bukit-gombak-mrt-station-ns3,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","802 Bukit Batok West Avenue 5, S(659083)",Bukit Gombak MRT Station (NS3),South West District,"(1.3590145, 103.751821)"
157,1647935913-3955,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,Limbang Shopping Centre,https://www.toilet.org.sg/gallery/170/4-star-toilet-limbang-shopping-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","532 Choa Chu Kang Street 51, S(680532)",Limbang Shopping Centre,South West District,"(1.3921963, 103.7431192)"
158,1647935913-3722,https://www.toilet.org.sg/loomapdirectory,MRT Station,Holland Village MRT station,https://www.toilet.org.sg/gallery/88/4-star-toilet-holland-village-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","262, Pasir Panjang Road, S(118628)",Holland Village MRT station,Central District,"(1.2842728, 103.7824613)"
159,1647935913-3878,https://www.toilet.org.sg/loomapdirectory,MRT Station,Macpherson MRT Station CC10,https://www.toilet.org.sg/gallery/257/4-stars-macpherson-mrt-station-cc10,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","171 Paya Lebar Rd, S(409048)",Macpherson MRT Station CC10,South East District,"(1.3255104, 103.8902484)"
160,1647935913-3760,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,Liang Court,https://www.toilet.org.sg/gallery/45/4-star-toilet-liang-court,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","177B, River Valley Road, S(179032)",Liang Court,Central District,"(1.2917595, 103.8447438)"
161,1647935913-3750,https://www.toilet.org.sg/loomapdirectory,MRT Station,Yio Chu Kang MRT Station (NS15),https://www.toilet.org.sg/gallery/375/4-star-toilet-yio-chu-kang-mrt-station-ns15,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","3000 Ang Mo Kio Avenue 8, S(569813)",Yio Chu Kang MRT Station (NS15),Central District,"(1.3707675, 103.8486932)"
162,1647935913-3756,https://www.toilet.org.sg/loomapdirectory,Private Office,Wee Hur Construction Pte Ltd,https://www.toilet.org.sg/gallery/72/4-star-toilet-wee-hur-building,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","39 Kim Keat Road, Wee Hur Building, S(328814)",Wee Hur Construction Pte Ltd,Central District,"(1.325422, 103.8535242)"
163,1647935913-3642,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Kampong Bahru Bus Terminal,https://www.toilet.org.sg/gallery/291/3-star-toilet-kampong-bahru-bus-terminal,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","11A Spooner Road, S(168795)",Kampong Bahru Bus Terminal,Central District,"(1.2759107, 103.8316453)"
164,1647935913-3905,https://www.toilet.org.sg/loomapdirectory,Foodcourt,Kopitiam,https://www.toilet.org.sg/gallery/176/5-star-toilet-kopitiam-on-the-ridge-national-university-hospital,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","1 Lower Kent Ridge Road, #05-01 One@Kent Ridge, S (119082)",Kopitiam,South West District,"(1.2934297, 103.784535)"
165,1647935913-3739,https://www.toilet.org.sg/loomapdirectory,MRT Station,Potong Pasir MRT Station (NE10),https://www.toilet.org.sg/gallery/325/4-star-toilet-potong-pasir-mrt-station-ne10,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>",55 Upper Serangoon Rd. S(347694),Potong Pasir MRT Station (NE10),Central District,"(1.3312317, 103.8687722)"
166,1647935913-3680,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Kallang Estate Market & Food Centre,https://www.toilet.org.sg/gallery/426/5-Star-Toilet-Kallang-Estate-Market-and-Food-Centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","17 Old Airport Road, S(397972)",Kallang Estate Market & Food Centre,Central District,"(1.3073665, 103.8840416)"
167,1647935913-3931,https://www.toilet.org.sg/loomapdirectory,MRT Station,Clementi MRT Station (EW23),https://www.toilet.org.sg/gallery/346/4-star-toilet-clementi-mrt-station-ew23,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","3150 Commonwealth Avenue West, S(129580)",Clementi MRT Station (EW23),South West District,"(1.3154803, 103.7651916)"
168,1647935913-3769,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,Valley Point Mall,https://www.toilet.org.sg/gallery/43/4-star-toilet-valley-point-mall,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","491 River Valley Road, S(248371)",Valley Point Mall,Central District,
169,1647935913-3773,https://www.toilet.org.sg/loomapdirectory,Tourist Attraction,Sentosa Beach Station,https://www.toilet.org.sg/gallery/58/5-star-toilet-sentosa-beach-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","33 Allanbroke Road, Sentosa, S(099981)",Sentosa Beach Station,Central District,"(1.2485765, 103.8281728)"
170,1647935913-3720,https://www.toilet.org.sg/loomapdirectory,MRT Station,Geylang Bahru MRT Station (DT24),https://www.toilet.org.sg/gallery/206/4-star-toilet-dt24-geylang-bahru-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","541 Kallang Bahru, S(339355)",Geylang Bahru MRT Station (DT24),Central District,
171,1647935913-3657,https://www.toilet.org.sg/loomapdirectory,Government Office,"Ministry of the Environment & Water Resources, Environment Building",https://www.toilet.org.sg/gallery/68/5-star-toilet-ministry-of-the-environment-and-water-resources-environment-building,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","40, Scotts Road, Level 1-4, S(228231)","Ministry of the Environment & Water Resources, Environment Building",Central District,"(1.3102694, 103.8362083)"
172,1647935913-3656,https://www.toilet.org.sg/loomapdirectory,Government Office,Ministry of Social & Family Development (MSF),https://www.toilet.org.sg/gallery/66/5-star-toilet-ministry-of-social-and-family-development,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","512 Thomson Rd, Level 1, 5 & 17, S(298136)",Ministry of Social & Family Development (MSF),Central District,"(1.333665, 103.839502)"
173,1647935913-3820,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,Pasir Ris West Plaza,https://www.toilet.org.sg/gallery/281/3-Star-Toilet-Pasir-Ris-West-Plaza,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","735, Pasir Ris Street 72, S(510735)",Pasir Ris West Plaza,North East District,"(1.3797473, 103.9363331)"
174,1647935913-3730,https://www.toilet.org.sg/loomapdirectory,MRT Station,Marina South Pier station,https://www.toilet.org.sg/gallery/86/4-star-toilet-marina-south-pier-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","31 Marina Coastal Drive, S(018988)",Marina South Pier station,Central District,"(1.2708997, 103.8632543)"
175,1647935913-3817,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,Hougang Mall,https://www.toilet.org.sg/gallery/116/4-and-5-star-toilet-hougang-mall,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","90 Hougang Avenue 10, Level B1 - 2, S(538766)",Hougang Mall,North East District,
176,1647935913-3749,https://www.toilet.org.sg/loomapdirectory,MRT Station,Woodleigh MRT Station (NE11),https://www.toilet.org.sg/gallery/316/4-star-toilet-woodleigh-mrt-station-ne11,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","400 Upper Serangoon Road, S(347695)",Woodleigh MRT Station (NE11),Central District,"(1.3389621, 103.8704735)"
177,1647935913-3747,https://www.toilet.org.sg/loomapdirectory,MRT Station,Telok Ayer MRT Station (DT18),https://www.toilet.org.sg/gallery/245/4-stars-telok-ayer-mrt-station-dt18,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","7 Cross Street, S(048416)",Telok Ayer MRT Station (DT18),Central District,
178,1647935913-3928,https://www.toilet.org.sg/loomapdirectory,MRT Station,Buona Vista MRT Station (EW21),https://www.toilet.org.sg/gallery/344/4-star-toilet-buona-vista-mrt-station-ew-21,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","100 Bouna Vista Road, S(139345)",Buona Vista MRT Station (EW21),South West District,"(1.3073105, 103.7898406)"
179,1647935913-3818,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,Hougang Mall,https://www.toilet.org.sg/gallery/116/4-and-5-star-toilet-hougang-mall,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","90 Hougang Avenue 10, Level 3 - 5, S(538766)",Hougang Mall,North East District,"(1.3726061, 103.8938262)"
180,1647935913-3752,https://www.toilet.org.sg/loomapdirectory,Place of worship,Malabar Muslim Jamaath Mosque,https://www.toilet.org.sg/gallery/70/4-star-toilet-malabar-muslim-jamaath-mosque,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","471 Victoria Street, S(198370)",Malabar Muslim Jamaath Mosque,Central District,"(1.3051146, 103.8598727)"
181,1647935913-3795,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Hawker Centre @ Our Tampines Hub,https://www.toilet.org.sg/gallery/102/3-star-toilet-hawker-centre-our-tampines-hub,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","902 Tampines Avenue 4, S(520902)",Hawker Centre @ Our Tampines Hub,North East District,"(1.3512821, 103.9390978)"
182,1647935913-3806,https://www.toilet.org.sg/loomapdirectory,MRT Station,Pasir Ris MRT Station,https://www.toilet.org.sg/gallery/97/4-star-toilet-pasir-ris-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","10 Pasir Ris Central, S(519634)",Pasir Ris MRT Station,North East District,"(1.3731143, 103.9493411)"
183,1647935913-3871,https://www.toilet.org.sg/loomapdirectory,MRT Station,Bartley MRT Station,https://www.toilet.org.sg/gallery/141/4-star-toilet-bartley-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","212 Upper Paya Lebar, S(534881)",Bartley MRT Station,South East District,"(1.3423175, 103.8841006)"
184,1647935913-3652,https://www.toilet.org.sg/loomapdirectory,Convention & Exhibition Centre,Suntec Convention & Exhibition Centre,https://www.toilet.org.sg/gallery/336/5-star-toilet-suntec-convention-and-exhibition-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","1 Raffles Boulevard Suntec City, S(039593)",Suntec Convention & Exhibition Centre,Central District,"(1.2936739, 103.8572447)"
185,1647935913-3862,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Serangoon Bus Interchange,https://www.toilet.org.sg/gallery/305/3-star-toilet-serangoon-bus-interchange,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","20 Serangoon Avenue 2, S(556138)",Serangoon Bus Interchange,South East District,"(1.3505571, 103.8719993)"
186,1647935913-3934,https://www.toilet.org.sg/loomapdirectory,MRT Station,Joo Koon MRT Station (EW29),https://www.toilet.org.sg/gallery/349/4-star-toilet-joo-koon-mrt-station-ew-29,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","91 Joo Koon Circle, S(6291116)",Joo Koon MRT Station (EW29),South West District,"(1.3273767, 103.6775648)"
187,1647935913-3736,https://www.toilet.org.sg/loomapdirectory,MRT Station,Orchard MRT Station,https://www.toilet.org.sg/gallery/366/5-star-toilet-orchard-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","437 Orchard Road, S(238878)",Orchard MRT Station,Central District,"(1.3033191, 103.8322954)"
188,1647935913-3885,https://www.toilet.org.sg/loomapdirectory,MRT Station,Simei MRT Station,https://www.toilet.org.sg/gallery/146/4-star-toilet-simei-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","30 Simei Street 3, S(529888)",Simei MRT Station,South East District,"(1.3431473, 103.9534205)"
189,1647935913-3665,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,"210, Toa Payoh Lorong 8 Market & Hawker Centre",https://www.toilet.org.sg/gallery/379/4-star-toilet-toa-payoh-lorong-8-market-and-hawker-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","210 Lorong 8 Toa Payoh, S(310210)","210, Toa Payoh Lorong 8 Market & Hawker Centre",Central District,"(1.3403169, 103.8545062)"
190,1647935913-3875,https://www.toilet.org.sg/loomapdirectory,MRT Station,Expo MRT Station,https://www.toilet.org.sg/gallery/255/4-stars-expo-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","21 Upper Changi South Avenue 1, S(486065)",Expo MRT Station,South East District,"(1.336502, 103.9631211)"
191,1647935913-3733,https://www.toilet.org.sg/loomapdirectory,MRT Station,Newton MRT station,https://www.toilet.org.sg/gallery/84/4-star-toilet-newton-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","49 Scotts Road, S(228234)",Newton MRT station,Central District,
192,1647935913-3938,https://www.toilet.org.sg/loomapdirectory,MRT Station,Lakeside MRT (EW26),https://www.toilet.org.sg/gallery/351/4-star-toilet-lakeside-mrt-station-ew-26,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","201 Boon Lay Way, S(649845)",Lakeside MRT (EW26),South West District,"(1.3442778, 103.7208188)"
193,1647935913-3659,https://www.toilet.org.sg/loomapdirectory,Government Office,PSA Tanjong Pagar Complex,https://www.toilet.org.sg/gallery/63/4-star-toilet-psa-tanjong-pagar-complex,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","7B Keppel Road, #19 - #21, S(089054)",PSA Tanjong Pagar Complex,Central District,"(1.272064, 103.8423677)"
